<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AAPL.US,D,19940114,000000,0.23659,0.24422,0.2344,0.23843,249039543,0
AAPL.US,D,19940117,000000,0.23843,0.24242,0.23071,0.23353,169164356,0
AAPL.US,D,19940118,000000,0.2326,0.2326,0.22303,0.22577,421194544,0
AAPL.US,D,19940119,000000,0.22487,0.22881,0.22121,0.22487,326912377,0
AAPL.US,D,19940120,000000,0.22707,0.23659,0.22707,0.22976,311231221,0
AAPL.US,D,19940121,000000,0.25563,0.25776,0.24798,0.25688,1137887067,0
AAPL.US,D,19940124,000000,0.25563,0.27104,0.25563,0.26918,803550180,0
AAPL.US,D,19940125,000000,0.26732,0.26918,0.25563,0.26056,513526269,0
AAPL.US,D,19940126,000000,0.25964,0.26151,0.25563,0.25776,192491084,0
AAPL.US,D,19940127,000000,0.25776,0.26328,0.25383,0.26241,153535162,0
AAPL.US,D,19940128,000000,0.26328,0.26732,0.25964,0.26151,158398153,0
AAPL.US,D,19940131,000000,0.25776,0.25964,0.2519,0.2519,276748193,0
AAPL.US,D,19940201,000000,0.25383,0.25776,0.24798,0.25563,181945948,0
AAPL.US,D,19940202,000000,0.25563,0.25563,0.24982,0.25383,170022540,0
AAPL.US,D,19940203,000000,0.25383,0.25841,0.24982,0.25776,160205534,0
AAPL.US,D,19940204,000000,0.25776,0.26918,0.25563,0.25776,410987465,0
AAPL.US,D,19940207,000000,0.25776,0.28548,0.25776,0.28057,842207010,0
AAPL.US,D,19940208,000000,0.27689,0.28057,0.27104,0.27506,331320299,0
AAPL.US,D,19940209,000000,0.27506,0.28057,0.27104,0.27868,217079048,0
AAPL.US,D,19940210,000000,0.27868,0.28857,0.27689,0.28057,350642156,0
AAPL.US,D,19940211,000000,0.27868,0.28857,0.27868,0.2845,190683724,0
AAPL.US,D,19940214,000000,0.2845,0.29228,0.28269,0.2845,285069880,0
AAPL.US,D,19940215,000000,0.28269,0.28857,0.27868,0.28548,150661634,0
AAPL.US,D,19940216,000000,0.28857,0.28857,0.28269,0.28269,141663786,0
AAPL.US,D,19940217,000000,0.28638,0.29134,0.27868,0.2845,168514276,0
AAPL.US,D,19940218,000000,0.28057,0.2845,0.27868,0.27868,173065141,0
AAPL.US,D,19940222,000000,0.27868,0.28857,0.27506,0.28638,249104599,0
AAPL.US,D,19940223,000000,0.28638,0.29405,0.2845,0.28638,302467421,0
AAPL.US,D,19940224,000000,0.2845,0.28638,0.27868,0.28149,229704695,0
AAPL.US,D,19940225,000000,0.2845,0.28638,0.27315,0.27689,274940828,0
AAPL.US,D,19940228,000000,0.27868,0.2845,0.27689,0.28057,143757242,0
AAPL.US,D,19940301,000000,0.28269,0.28269,0.27506,0.27868,245970915,0
AAPL.US,D,19940302,000000,0.27104,0.27868,0.26732,0.27382,341488344,0
AAPL.US,D,19940303,000000,0.27506,0.27868,0.27315,0.27506,218808495,0
AAPL.US,D,19940304,000000,0.27689,0.28857,0.27506,0.28269,263355502,0
AAPL.US,D,19940307,000000,0.2845,0.29315,0.28269,0.29134,360355148,0
AAPL.US,D,19940308,000000,0.29228,0.29228,0.28269,0.2845,215999902,0
AAPL.US,D,19940309,000000,0.28149,0.28857,0.27689,0.28857,288541615,0
AAPL.US,D,19940310,000000,0.28638,0.28915,0.28269,0.28638,166901882,0
AAPL.US,D,19940311,000000,0.2845,0.29039,0.28269,0.28638,187888181,0
AAPL.US,D,19940314,000000,0.296,0.296,0.29039,0.29315,512798143,0
AAPL.US,D,19940315,000000,0.29405,0.29405,0.28638,0.28915,237467210,0
AAPL.US,D,19940316,000000,0.28857,0.29039,0.28057,0.28269,170854681,0
AAPL.US,D,19940317,000000,0.28269,0.2845,0.27868,0.28057,181373866,0
AAPL.US,D,19940318,000000,0.28269,0.28269,0.27506,0.28,259675687,0
AAPL.US,D,19940321,000000,0.28,0.28057,0.27104,0.27315,286188131,0
AAPL.US,D,19940322,000000,0.27104,0.27315,0.26516,0.26918,281910200,0
AAPL.US,D,19940323,000000,0.27104,0.27315,0.26328,0.27011,251562109,0
AAPL.US,D,19940324,000000,0.27011,0.27104,0.26151,0.26614,218366354,0
AAPL.US,D,19940325,000000,0.26732,0.26732,0.2519,0.2519,398946977,0
AAPL.US,D,19940328,000000,0.25383,0.26151,0.2519,0.25563,328056632,0
AAPL.US,D,19940329,000000,0.25563,0.25964,0.24798,0.2519,247882330,0
AAPL.US,D,19940330,000000,0.24982,0.25563,0.24422,0.24982,197159066,0
AAPL.US,D,19940331,000000,0.24982,0.25776,0.24242,0.25563,242707260,0
AAPL.US,D,19940404,000000,0.24798,0.25563,0.24422,0.25563,195390661,0
AAPL.US,D,19940405,000000,0.25964,0.26328,0.25776,0.25776,113656120,0
AAPL.US,D,19940406,000000,0.26151,0.26151,0.2519,0.25776,149868405,0
AAPL.US,D,19940407,000000,0.25776,0.25964,0.2519,0.25688,89822266,0
AAPL.US,D,19940408,000000,0.25964,0.26151,0.25563,0.25776,205311689,0
AAPL.US,D,19940411,000000,0.25776,0.25776,0.24982,0.25776,124019203,0
AAPL.US,D,19940412,000000,0.25688,0.25688,0.24422,0.24605,158853219,0
AAPL.US,D,19940413,000000,0.24798,0.24982,0.24024,0.24422,270662940,0
AAPL.US,D,19940414,000000,0.2344,0.24422,0.23071,0.24242,257725351,0
AAPL.US,D,19940415,000000,0.24024,0.24242,0.23071,0.2326,218665383,0
AAPL.US,D,19940418,000000,0.2344,0.2344,0.22487,0.22795,267360252,0
AAPL.US,D,19940419,000000,0.22881,0.23071,0.21899,0.22303,193011199,0
AAPL.US,D,19940420,000000,0.22487,0.23071,0.21539,0.21712,327211470,0
AAPL.US,D,19940421,000000,0.21899,0.2344,0.20763,0.22795,476611752,0
AAPL.US,D,19940422,000000,0.24024,0.24605,0.21899,0.22881,810142486,0
AAPL.US,D,19940425,000000,0.22881,0.23843,0.22707,0.23843,417059671,0
AAPL.US,D,19940426,000000,0.24242,0.24242,0.23843,0.24024,190657688,0
AAPL.US,D,19940428,000000,0.23843,0.24024,0.22881,0.2326,116646713,0
AAPL.US,D,19940429,000000,0.23071,0.2344,0.22881,0.23071,110041374,0
AAPL.US,D,19940502,000000,0.23071,0.24024,0.23071,0.23843,143055019,0
AAPL.US,D,19940503,000000,0.23843,0.24024,0.22707,0.2326,154289341,0
AAPL.US,D,19940504,000000,0.23843,0.25563,0.2344,0.25383,422767893,0
AAPL.US,D,19940505,000000,0.25563,0.25964,0.24798,0.25286,334740014,0
AAPL.US,D,19940506,000000,0.24798,0.2519,0.24024,0.24855,218002285,0
AAPL.US,D,19940509,000000,0.24798,0.24982,0.23659,0.24024,163079132,0
AAPL.US,D,19940510,000000,0.24422,0.24605,0.23843,0.23843,170477598,0
AAPL.US,D,19940511,000000,0.23843,0.24242,0.22881,0.2326,168943286,0
AAPL.US,D,19940512,000000,0.2344,0.23659,0.22707,0.22822,124344219,0
AAPL.US,D,19940513,000000,0.22881,0.2344,0.22487,0.23071,107518799,0
AAPL.US,D,19940516,000000,0.23071,0.2344,0.22707,0.22707,157175932,0
AAPL.US,D,19940517,000000,0.22881,0.22881,0.22121,0.22577,209095470,0
AAPL.US,D,19940518,000000,0.22881,0.23659,0.22487,0.23559,143796203,0
AAPL.US,D,19940519,000000,0.23659,0.24982,0.2344,0.24698,317615522,0
AAPL.US,D,19940520,000000,0.24422,0.24798,0.23843,0.23875,113942130,0
AAPL.US,D,19940523,000000,0.23843,0.24024,0.23071,0.2344,139258336,0
AAPL.US,D,19940524,000000,0.23843,0.24024,0.2326,0.23659,146799801,0
AAPL.US,D,19940525,000000,0.2326,0.24422,0.23071,0.24024,158021127,0
AAPL.US,D,19940526,000000,0.24242,0.24242,0.2326,0.2344,84790241,0
AAPL.US,D,19940527,000000,0.2326,0.23659,0.22707,0.23041,126177660,0
AAPL.US,D,19940531,000000,0.22707,0.22707,0.21899,0.22487,298826648,0
AAPL.US,D,19940601,000000,0.21899,0.22027,0.21439,0.21712,447849967,0
AAPL.US,D,19940602,000000,0.21807,0.21899,0.20858,0.21048,446874727,0
AAPL.US,D,19940603,000000,0.20858,0.21539,0.20578,0.21253,410610370,0
AAPL.US,D,19940606,000000,0.21159,0.21349,0.20763,0.21048,146318737,0
AAPL.US,D,19940607,000000,0.20958,0.21349,0.20958,0.21159,162819073,0
AAPL.US,D,19940608,000000,0.21159,0.21253,0.19995,0.20087,318291601,0
AAPL.US,D,19940609,000000,0.19727,0.20763,0.19632,0.20763,340773196,0
AAPL.US,D,19940610,000000,0.20858,0.21048,0.2027,0.2037,165705660,0
AAPL.US,D,19940613,000000,0.2027,0.20893,0.2027,0.20763,107856918,0
AAPL.US,D,19940614,000000,0.20958,0.21048,0.20486,0.20793,179202340,0
AAPL.US,D,19940615,000000,0.20763,0.21539,0.20671,0.21413,185144601,0
AAPL.US,D,19940616,000000,0.21349,0.21349,0.20087,0.2027,253343437,0
AAPL.US,D,19940617,000000,0.19995,0.20578,0.19904,0.2037,260624920,0
AAPL.US,D,19940620,000000,0.20183,0.20958,0.19995,0.20858,232071135,0
AAPL.US,D,19940621,000000,0.20671,0.20958,0.19806,0.19995,282430354,0
AAPL.US,D,19940622,000000,0.20183,0.20578,0.19995,0.20183,132184849,0
AAPL.US,D,19940623,000000,0.20183,0.20183,0.19136,0.19323,236713032,0
AAPL.US,D,19940624,000000,0.19323,0.20087,0.19049,0.19697,339993022,0
AAPL.US,D,19940627,000000,0.19407,0.20183,0.18949,0.20183,297149336,0
AAPL.US,D,19940628,000000,0.20183,0.20858,0.19727,0.20578,202269037,0
AAPL.US,D,19940629,000000,0.20578,0.20858,0.19904,0.20087,157383944,0
AAPL.US,D,19940630,000000,0.20183,0.20671,0.20183,0.2037,118102934,0
AAPL.US,D,19940701,000000,0.2027,0.2037,0.19499,0.19806,208133288,0
AAPL.US,D,19940705,000000,0.19727,0.20578,0.19727,0.2037,99665288,0
AAPL.US,D,19940706,000000,0.20183,0.2037,0.19995,0.20087,113057990,0
AAPL.US,D,19940707,000000,0.19904,0.20763,0.19632,0.20635,197536068,0
AAPL.US,D,19940708,000000,0.2037,0.21253,0.2037,0.20793,241745135,0
AAPL.US,D,19940711,000000,0.20858,0.21048,0.20486,0.20763,123551096,0
AAPL.US,D,19940712,000000,0.20763,0.21869,0.2027,0.21807,281312151,0
AAPL.US,D,19940713,000000,0.21899,0.2326,0.21899,0.22822,522732149,0
AAPL.US,D,19940714,000000,0.22795,0.22881,0.21712,0.22027,209745550,0
AAPL.US,D,19940715,000000,0.21712,0.22027,0.21159,0.21712,110249381,0
AAPL.US,D,19940718,000000,0.21631,0.22303,0.21539,0.21807,88730022,0
AAPL.US,D,19940719,000000,0.22027,0.22121,0.21048,0.21289,135097408,0
AAPL.US,D,19940720,000000,0.21048,0.21253,0.2027,0.20486,252355244,0
AAPL.US,D,19940721,000000,0.20486,0.21899,0.2037,0.21539,336066229,0
AAPL.US,D,19940722,000000,0.2434,0.24579,0.23071,0.23843,913175426,0
AAPL.US,D,19940725,000000,0.23935,0.24523,0.23659,0.24364,490680622,0
AAPL.US,D,19940726,000000,0.24422,0.24605,0.23935,0.24117,219198483,0
AAPL.US,D,19940727,000000,0.24024,0.24117,0.23559,0.23875,155316524,0
AAPL.US,D,19940728,000000,0.23843,0.24698,0.23746,0.24523,284796839,0
AAPL.US,D,19940729,000000,0.24523,0.26151,0.24523,0.25906,645216976,0
AAPL.US,D,19940801,000000,0.25841,0.25964,0.2519,0.25688,266177093,0
AAPL.US,D,19940802,000000,0.25776,0.25841,0.2492,0.25048,312947597,0
AAPL.US,D,19940803,000000,0.2519,0.25563,0.24698,0.25473,263355502,0
AAPL.US,D,19940804,000000,0.25473,0.25964,0.25473,0.25563,214491545,0
AAPL.US,D,19940805,000000,0.25286,0.25688,0.25286,0.25563,101017555,0
AAPL.US,D,19940808,000000,0.25473,0.26151,0.25383,0.25964,164015275,0
AAPL.US,D,19940809,000000,0.25776,0.26056,0.25473,0.25841,91252520,0
AAPL.US,D,19940810,000000,0.25841,0.26826,0.25563,0.26614,294379794,0
AAPL.US,D,19940811,000000,0.26328,0.27011,0.26056,0.26395,346065284,0
AAPL.US,D,19940812,000000,0.26459,0.27011,0.26056,0.26732,208562366,0
AAPL.US,D,19940815,000000,0.26732,0.26918,0.26328,0.26614,139401283,0
AAPL.US,D,19940816,000000,0.26459,0.26732,0.26151,0.26732,180801717,0
AAPL.US,D,19940817,000000,0.26826,0.27217,0.26614,0.26918,332243495,0
AAPL.US,D,19940818,000000,0.26732,0.27104,0.26516,0.26614,239456656,0
AAPL.US,D,19940819,000000,0.26732,0.26918,0.26328,0.26826,151558754,0
AAPL.US,D,19940822,000000,0.26732,0.26918,0.26614,0.26826,176952907,0
AAPL.US,D,19940823,000000,0.26826,0.27599,0.26732,0.26918,248961527,0
AAPL.US,D,19940824,000000,0.26732,0.26918,0.26459,0.26826,199200454,0
AAPL.US,D,19940825,000000,0.26328,0.28,0.26328,0.26978,346884415,0
AAPL.US,D,19940826,000000,0.27104,0.27772,0.27104,0.27506,237064132,0
AAPL.US,D,19940829,000000,0.27506,0.27772,0.27104,0.27217,176588838,0
AAPL.US,D,19940830,000000,0.27104,0.28,0.27011,0.27868,211383913,0
AAPL.US,D,19940831,000000,0.27689,0.28762,0.27506,0.27807,408464939,0
AAPL.US,D,19940901,000000,0.27217,0.27506,0.26614,0.26918,237168170,0
AAPL.US,D,19940902,000000,0.27104,0.27315,0.26918,0.27217,117608919,0
AAPL.US,D,19940906,000000,0.27104,0.27382,0.26918,0.27349,106140561,0
AAPL.US,D,19940907,000000,0.27382,0.28149,0.27217,0.27772,236713032,0
AAPL.US,D,19940908,000000,0.27689,0.27868,0.27382,0.27772,184403413,0
AAPL.US,D,19940909,000000,0.27506,0.27689,0.27217,0.27506,182544105,0
AAPL.US,D,19940912,000000,0.27382,0.27506,0.27217,0.27506,105113374,0
AAPL.US,D,19940913,000000,0.27506,0.27868,0.27382,0.27566,121002550,0
AAPL.US,D,19940914,000000,0.27382,0.27506,0.26918,0.27011,115034306,0
AAPL.US,D,19940915,000000,0.27011,0.27772,0.27011,0.27689,300634037,0
AAPL.US,D,19940916,000000,0.27599,0.28638,0.27315,0.28,422754859,0
AAPL.US,D,19940919,000000,0.28,0.28269,0.27315,0.27315,202412117,0
AAPL.US,D,19940920,000000,0.27011,0.27217,0.26459,0.26582,229002515,0
AAPL.US,D,19940921,000000,0.26516,0.26614,0.25964,0.26241,272639372,0
AAPL.US,D,19940922,000000,0.26328,0.26328,0.25841,0.26056,169775470,0
AAPL.US,D,19940923,000000,0.26056,0.26516,0.26056,0.26084,154263301,0
AAPL.US,D,19940926,000000,0.26056,0.26516,0.25841,0.26084,164509429,0
AAPL.US,D,19940927,000000,0.25964,0.26241,0.25688,0.26056,126645800,0
AAPL.US,D,19940928,000000,0.26151,0.26459,0.25841,0.26056,94347135,0
AAPL.US,D,19940929,000000,0.25964,0.26459,0.25688,0.26241,126983773,0
AAPL.US,D,19940930,000000,0.26241,0.26516,0.25841,0.25906,83242863,0
AAPL.US,D,19941003,000000,0.25841,0.25964,0.24982,0.25473,150453525,0
AAPL.US,D,19941004,000000,0.25563,0.26151,0.25383,0.25964,188525291,0
AAPL.US,D,19941005,000000,0.25841,0.29315,0.25688,0.29134,824042297,0
AAPL.US,D,19941006,000000,0.28762,0.28825,0.27689,0.27868,611722198,0
AAPL.US,D,19941007,000000,0.27772,0.28516,0.27315,0.2845,423040889,0
AAPL.US,D,19941010,000000,0.28548,0.30451,0.2845,0.29893,607652415,0
AAPL.US,D,19941011,000000,0.31837,0.32211,0.30303,0.30451,977876580,0
AAPL.US,D,19941012,000000,0.30451,0.32764,0.30088,0.32396,693456832,0
AAPL.US,D,19941013,000000,0.32764,0.32976,0.31219,0.31625,609849869,0
AAPL.US,D,19941014,000000,0.31932,0.32301,0.31447,0.31625,204388501,0
AAPL.US,D,19941017,000000,0.31447,0.31932,0.29893,0.30579,352917717,0
AAPL.US,D,19941018,000000,0.31219,0.31997,0.31121,0.3171,544121459,0
AAPL.US,D,19941019,000000,0.31534,0.32396,0.31534,0.3171,407593729,0
AAPL.US,D,19941020,000000,0.3171,0.32178,0.31121,0.31534,253252409,0
AAPL.US,D,19941021,000000,0.31349,0.32882,0.31349,0.32764,374645101,0
AAPL.US,D,19941024,000000,0.32882,0.33168,0.32211,0.32488,237415239,0
AAPL.US,D,19941025,000000,0.31997,0.32764,0.31932,0.32764,350005095,0
AAPL.US,D,19941026,000000,0.32764,0.33251,0.32764,0.33251,228443400,0
AAPL.US,D,19941027,000000,0.33251,0.33657,0.32667,0.32882,185066610,0
AAPL.US,D,19941028,000000,0.3261,0.32976,0.32112,0.32396,317316437,0
AAPL.US,D,19941031,000000,0.32301,0.33382,0.31932,0.33201,413184882,0
AAPL.US,D,19941101,000000,0.32976,0.3344,0.3261,0.33168,253200418,0
AAPL.US,D,19941102,000000,0.33168,0.33251,0.31837,0.31837,253954568,0
AAPL.US,D,19941103,000000,0.32112,0.32301,0.31534,0.31932,128310069,0
AAPL.US,D,19941104,000000,0.31932,0.31997,0.30774,0.31067,222956220,0
AAPL.US,D,19941107,000000,0.31067,0.3171,0.30853,0.31349,131235689,0
AAPL.US,D,19941108,000000,0.31219,0.32764,0.30949,0.32488,405136276,0
AAPL.US,D,19941109,000000,0.32882,0.33074,0.31534,0.31997,471735839,0
AAPL.US,D,19941110,000000,0.32112,0.32211,0.31534,0.31775,177603047,0
AAPL.US,D,19941111,000000,0.3171,0.31932,0.31534,0.31625,72294691,0
AAPL.US,D,19941114,000000,0.3171,0.32882,0.3171,0.32667,162103928,0
AAPL.US,D,19941115,000000,0.32667,0.33074,0.3171,0.31837,194597591,0
AAPL.US,D,19941116,000000,0.31349,0.31965,0.31219,0.31484,217560189,0
AAPL.US,D,19941117,000000,0.31447,0.31534,0.30674,0.30774,174651456,0
AAPL.US,D,19941118,000000,0.30774,0.31121,0.30451,0.30774,170698648,0
AAPL.US,D,19941121,000000,0.30774,0.30949,0.29228,0.29315,235204804,0
AAPL.US,D,19941122,000000,0.29039,0.30088,0.28638,0.28762,260442920,0
AAPL.US,D,19941123,000000,0.2845,0.29134,0.28,0.28364,380574288,0
AAPL.US,D,19941125,000000,0.28364,0.29039,0.28269,0.29039,97779885,0
AAPL.US,D,19941128,000000,0.28915,0.29405,0.28704,0.29102,160998674,0
AAPL.US,D,19941129,000000,0.29228,0.296,0.29039,0.29405,167330960,0
AAPL.US,D,19941130,000000,0.29535,0.30303,0.2845,0.28638,362253602,0
AAPL.US,D,19941201,000000,0.2845,0.28915,0.27689,0.27807,359106891,0
AAPL.US,D,19941202,000000,0.28057,0.28269,0.27382,0.28114,199980612,0
AAPL.US,D,19941205,000000,0.28057,0.28762,0.27772,0.2858,209290461,0
AAPL.US,D,19941206,000000,0.2845,0.29535,0.28364,0.28889,276410110,0
AAPL.US,D,19941207,000000,0.28857,0.29102,0.27741,0.28149,159399345,0
AAPL.US,D,19941208,000000,0.28364,0.2845,0.27506,0.27599,197198055,0
AAPL.US,D,19941209,000000,0.27599,0.28,0.26732,0.27868,302688427,0
AAPL.US,D,19941212,000000,0.28,0.28269,0.27315,0.28057,260143830,0
AAPL.US,D,19941213,000000,0.28149,0.28394,0.27868,0.28,138387110,0
AAPL.US,D,19941214,000000,0.28057,0.29315,0.28057,0.29134,361551379,0
AAPL.US,D,19941215,000000,0.29228,0.29535,0.28364,0.28548,264226628,0
AAPL.US,D,19941216,000000,0.28638,0.29039,0.28269,0.28638,208718375,0
AAPL.US,D,19941219,000000,0.28638,0.30303,0.28638,0.30088,386386467,0
AAPL.US,D,19941220,000000,0.30088,0.30176,0.29535,0.296,203335322,0
AAPL.US,D,19941221,000000,0.29134,0.296,0.28857,0.29535,182778161,0
AAPL.US,D,19941222,000000,0.296,0.29893,0.29405,0.29697,154497317,0
AAPL.US,D,19941223,000000,0.296,0.30303,0.296,0.29893,109001169,0
AAPL.US,D,19941227,000000,0.30176,0.30579,0.29893,0.30088,95101329,0
AAPL.US,D,19941228,000000,0.30088,0.30176,0.29405,0.30088,103514058,0
AAPL.US,D,19941229,000000,0.30176,0.30674,0.30088,0.30397,140870618,0
AAPL.US,D,19941230,000000,0.30303,0.30674,0.29804,0.29988,84855245,0
AAPL.US,D,19950103,000000,0.29893,0.29893,0.29134,0.29535,120586555,0
AAPL.US,D,19950104,000000,0.29697,0.30451,0.29697,0.30303,184221404,0
AAPL.US,D,19950105,000000,0.30176,0.30303,0.29804,0.29893,85492335,0
AAPL.US,D,19950106,000000,0.31997,0.33168,0.31625,0.32301,1249904817,0
AAPL.US,D,19950109,000000,0.31997,0.32211,0.31534,0.31688,318200605,0
AAPL.US,D,19950110,000000,0.3171,0.33839,0.3171,0.33597,713740957,0
AAPL.US,D,19950111,000000,0.33657,0.36979,0.32824,0.35962,1014466022,0
AAPL.US,D,19950112,000000,0.35464,0.35685,0.34418,0.34916,640588085,0
AAPL.US,D,19950113,000000,0.35464,0.35464,0.3415,0.3451,407931834,0
AAPL.US,D,19950116,000000,0.3451,0.34798,0.34018,0.34212,219393574,0
AAPL.US,D,19950117,000000,0.34212,0.35008,0.33928,0.34606,383239769,0
AAPL.US,D,19950118,000000,0.34606,0.35067,0.34418,0.35067,148204092,0
AAPL.US,D,19950119,000000,0.35008,0.35378,0.34606,0.35288,364880058,0
AAPL.US,D,19950120,000000,0.36146,0.36146,0.32667,0.32764,1161369857,0
AAPL.US,D,19950123,000000,0.32211,0.32764,0.31534,0.32488,462685949,0
AAPL.US,D,19950124,000000,0.32488,0.3261,0.31837,0.31997,253200418,0
AAPL.US,D,19950125,000000,0.30397,0.32301,0.30397,0.31501,600292890,0
AAPL.US,D,19950126,000000,0.31447,0.31932,0.30176,0.30397,286045072,0
AAPL.US,D,19950127,000000,0.30674,0.31067,0.29988,0.30674,346624344,0
AAPL.US,D,19950130,000000,0.30853,0.31121,0.30674,0.30853,267698399,0
AAPL.US,D,19950131,000000,0.31121,0.31447,0.30774,0.31067,247024193,0
AAPL.US,D,19950201,000000,0.31349,0.31349,0.30674,0.30853,183857323,0
AAPL.US,D,19950202,000000,0.30853,0.32211,0.30853,0.31997,236348963,0
AAPL.US,D,19950203,000000,0.32301,0.32396,0.31067,0.31121,370588275,0
AAPL.US,D,19950206,000000,0.31349,0.31349,0.30397,0.31121,282144267,0
AAPL.US,D,19950207,000000,0.31067,0.31534,0.30774,0.31411,234047515,0
AAPL.US,D,19950208,000000,0.31534,0.3261,0.31447,0.3255,467704949,0
AAPL.US,D,19950209,000000,0.32396,0.33752,0.32396,0.33534,551910055,0
AAPL.US,D,19950210,000000,0.33534,0.3396,0.33382,0.33657,407450769,0
AAPL.US,D,19950213,000000,0.33467,0.34212,0.33251,0.33657,328979798,0
AAPL.US,D,19950214,000000,0.33657,0.33928,0.32764,0.33004,192270015,0
AAPL.US,D,19950215,000000,0.33251,0.33467,0.32667,0.32734,214166533,0
AAPL.US,D,19950216,000000,0.33168,0.33251,0.32764,0.33201,253993582,0
AAPL.US,D,19950217,000000,0.32976,0.33074,0.32667,0.32667,141390734,0
AAPL.US,D,19950221,000000,0.32764,0.32882,0.31447,0.31534,350122090,0
AAPL.US,D,19950222,000000,0.31219,0.31534,0.30853,0.31411,340643162,0
AAPL.US,D,19950223,000000,0.31625,0.32211,0.30774,0.30891,365361170,0
AAPL.US,D,19950224,000000,0.30853,0.31067,0.296,0.29988,660365089,0
AAPL.US,D,19950227,000000,0.29405,0.29988,0.29315,0.29405,312076363,0
AAPL.US,D,19950228,000000,0.296,0.30674,0.29228,0.30397,258856561,0
AAPL.US,D,19950301,000000,0.30579,0.30853,0.30331,0.30774,260572905,0
AAPL.US,D,19950302,000000,0.30853,0.31349,0.30579,0.30774,311998373,0
AAPL.US,D,19950303,000000,0.30579,0.31287,0.30397,0.30949,169229393,0
AAPL.US,D,19950306,000000,0.30579,0.30774,0.30397,0.30579,154081260,0
AAPL.US,D,19950307,000000,0.30674,0.30674,0.29405,0.29468,175054538,0
AAPL.US,D,19950308,000000,0.29804,0.30853,0.29039,0.30425,423600078,0
AAPL.US,D,19950309,000000,0.30674,0.31067,0.30303,0.30579,228339338,0
AAPL.US,D,19950310,000000,0.30451,0.31067,0.30303,0.30397,159529406,0
AAPL.US,D,19950313,000000,0.30451,0.30451,0.29228,0.29315,378181784,0
AAPL.US,D,19950314,000000,0.29405,0.29405,0.26516,0.26918,845015651,0
AAPL.US,D,19950315,000000,0.27315,0.27868,0.26826,0.26918,848617279,0
AAPL.US,D,19950316,000000,0.27104,0.27689,0.26918,0.27104,367714633,0
AAPL.US,D,19950317,000000,0.27315,0.27315,0.26826,0.27011,250352860,0
AAPL.US,D,19950320,000000,0.27011,0.27382,0.26918,0.27104,220446776,0
AAPL.US,D,19950321,000000,0.27315,0.28269,0.27104,0.27868,354516994,0
AAPL.US,D,19950322,000000,0.27868,0.30397,0.27868,0.29285,556265948,0
AAPL.US,D,19950323,000000,0.29134,0.29228,0.28424,0.28548,197471071,0
AAPL.US,D,19950324,000000,0.28762,0.29134,0.28638,0.29039,148737144,0
AAPL.US,D,19950327,000000,0.28915,0.28915,0.28149,0.2858,165783682,0
AAPL.US,D,19950328,000000,0.27868,0.27968,0.26241,0.26459,800819651,0
AAPL.US,D,19950329,000000,0.26151,0.26826,0.26056,0.26459,576849141,0
AAPL.US,D,19950330,000000,0.26614,0.27315,0.26516,0.27217,317420427,0
AAPL.US,D,19950331,000000,0.27011,0.27382,0.26732,0.27104,212736171,0
AAPL.US,D,19950403,000000,0.27315,0.27506,0.27011,0.27315,179137367,0
AAPL.US,D,19950404,000000,0.27506,0.27599,0.25841,0.26056,497116923,0
AAPL.US,D,19950405,000000,0.26241,0.26732,0.25964,0.26732,307486433,0
AAPL.US,D,19950406,000000,0.28638,0.29228,0.27315,0.28269,839164455,0
AAPL.US,D,19950407,000000,0.2845,0.28548,0.27868,0.28269,343321684,0
AAPL.US,D,19950410,000000,0.28364,0.2845,0.27772,0.28149,136761762,0
AAPL.US,D,19950411,000000,0.28269,0.29134,0.28149,0.29039,249039543,0
AAPL.US,D,19950412,000000,0.29405,0.30451,0.28762,0.29988,551116870,0
AAPL.US,D,19950413,000000,0.30176,0.30176,0.29134,0.29405,202425143,0
AAPL.US,D,19950417,000000,0.29315,0.30303,0.29134,0.29535,242421221,0
AAPL.US,D,19950418,000000,0.296,0.29697,0.28857,0.28857,268335489,0
AAPL.US,D,19950419,000000,0.28857,0.28857,0.27382,0.28,324402873,0
AAPL.US,D,19950420,000000,0.28548,0.296,0.28149,0.28915,382537710,0
AAPL.US,D,19950421,000000,0.28638,0.30397,0.28548,0.30088,773917178,0
AAPL.US,D,19950424,000000,0.29988,0.30451,0.296,0.29988,316055170,0
AAPL.US,D,19950425,000000,0.30088,0.30303,0.28638,0.29039,317680543,0
AAPL.US,D,19950426,000000,0.28915,0.29804,0.28762,0.29405,267529327,0
AAPL.US,D,19950427,000000,0.296,0.296,0.29039,0.29134,162377012,0
AAPL.US,D,19950428,000000,0.29228,0.29535,0.28857,0.29405,226753039,0
AAPL.US,D,19950501,000000,0.29405,0.29804,0.29228,0.29405,206598936,0
AAPL.US,D,19950502,000000,0.29405,0.29535,0.28857,0.29315,139323297,0
AAPL.US,D,19950503,000000,0.29405,0.29697,0.29228,0.29315,195949741,0
AAPL.US,D,19950504,000000,0.29405,0.30674,0.29228,0.296,352514566,0
AAPL.US,D,19950505,000000,0.29804,0.30088,0.29315,0.29893,241485079,0
AAPL.US,D,19950508,000000,0.30674,0.31534,0.30579,0.31121,449254209,0
AAPL.US,D,19950509,000000,0.31219,0.31837,0.30774,0.3171,374905160,0
